dialogue_line,anger,disgust,fear,joy,neutral,sadness,surprise
"I just feel like someone reached down my throat, grabbed my small intestine, pulled it out of my mouth and tied it around my neck...",0.005189952440559864,0.8806623816490173,0.039433322846889496,0.04101032391190529,0.013230561278760433,0.004324542358517647,0.016148826107382774
Cookie?,0.0016498854383826256,0.0014230037340894341,0.0035064779222011566,0.0009365721489302814,0.8571898341178894,0.0007589697488583624,0.13453532755374908
(explaining to the others) Carol moved her stuff out today.,0.003958203364163637,0.002595513593405485,0.0007048494298942387,0.001381350215524435,0.982568085193634,0.004651004448533058,0.004140959586948156
Ohh.,0.00041313652764074504,0.0033393255434930325,0.0021042341832071543,0.002656482392922044,0.9820296168327332,0.004124576225876808,0.0053325253538787365
(to Ross) Let me get you some coffee.,0.001303959172219038,0.0005246007931418717,0.0008244797354564071,0.0029808697290718555,0.991740345954895,0.0007024805527180433,0.0019232648191973567
Thanks.,0.00134942214936018,0.0008600022410973907,0.00042823710828088224,0.07419674843549728,0.9187384247779846,0.0021972062531858683,0.00223001791164279
Ooh! Oh! (She starts to pluck at the air just in front of Ross.),0.004616885911673307,0.03903663158416748,0.006406110245734453,0.08260820060968399,0.009893291629850864,0.0013445864897221327,0.8560943007469177
"No, no don't! Stop cleansing my aura! No, just leave my aura alone, okay?",0.8568277955055237,0.01905563473701477,0.1025739461183548,0.0011283300118520856,0.009749905206263065,0.00733773922547698,0.0033264239318668842
Fine!  Be murky!,0.9729860424995422,0.0035336646251380444,0.011634266935288906,0.00150146649684757,0.005636309273540974,0.0005641350871883333,0.004144011996686459
"I'll be fine, alright? Really, everyone. I hope she'll be very happy.",0.006522584706544876,0.0040692901238799095,0.010654916055500507,0.14333844184875488,0.36850789189338684,0.4657864570617676,0.001120379427447915
No you don't.,0.023320475593209267,0.048884984105825424,0.00828489102423191,0.0013382743345573545,0.8974829316139221,0.014485081657767296,0.006203371565788984
"No I don't, to hell with her, she left me!",0.8332196474075317,0.06969287991523743,0.03363147750496864,0.00434229988604784,0.016764454543590546,0.02750149369239807,0.014847691170871258
And you never knew she was a lesbian...,0.005072596482932568,0.0014468705048784614,0.029405681416392326,0.006957294885069132,0.6159638166427612,0.0039120023138821125,0.3372417092323303
"No!! Okay?! Why does everyone keep fixating on that? She didn't know, how should I know?",0.7136995792388916,0.10842111706733704,0.0070526800118386745,0.004067340400069952,0.006562536116689444,0.002861395478248596,0.15733535587787628
Sometimes I wish I was a lesbian... (They all stare at him.) Did I say that out loud?,0.00849971268326044,0.21588626503944397,0.23916634917259216,0.12090809643268585,0.28887563943862915,0.08365492522716522,0.04300907254219055
"I told mom and dad last night, they seemed to take it pretty well.",0.004420123994350433,0.002174525521695614,0.004039417020976543,0.006507939659059048,0.9451872706413269,0.03646961227059364,0.00120100611820817
"Oh really, so that hysterical phone call I got from a woman at sobbing 3:00 A.M., ""I'll never have grandchildren, I'll never have grandchildren."" was what?  A wrong number?",0.012266608886420727,0.0023374713491648436,0.0097936587408185,0.0005150851793587208,0.007075903471559286,0.002778922440484166,0.9652324318885803
Sorry.,0.0009096824796870351,0.004498661495745182,0.0030013322830200195,0.0016425912035629153,0.19832362234592438,0.7851864695549011,0.006437637843191624
"Alright Ross, look. You're feeling a lot of pain right now. You're angry. You're hurting. Can I tell you what the answer is?",0.979583203792572,0.004631249699741602,0.0031832086388021708,0.000494651438202709,0.0044418396428227425,0.002864270005375147,0.004801720380783081
"Strip joint! C'mon, you're single! Have some hormones!",0.036372940987348557,0.006121878512203693,0.0015369190368801355,0.8158309459686279,0.04930458962917328,0.0010181060060858727,0.08981460332870483
"I don't want to be single, okay? I just... I just- I just wanna be married again!",0.001102579990401864,0.0003543626226019114,0.0010710916249081492,0.0024105082266032696,0.0025262266863137484,0.9921239018440247,0.00041130228783003986
And I just want a million dollars! (He extends his hand hopefully.),0.044914036989212036,0.0019436731236055493,0.0014345868257805705,0.8952953815460205,0.016544368118047714,0.0009061049204319715,0.03896187245845795
Rachel?!,0.004755248781293631,0.0008316772873513401,0.001023111748509109,0.0006230510771274567,0.007869306020438671,0.00025452065165154636,0.9846431016921997
"Oh God Monica hi! Thank God! I just went to your building and you weren't there and then this guy with a big hammer said you might be here and you are, you are!",0.008824633434414864,0.001402282272465527,0.0033431951887905598,0.9052066802978516,0.0037493908312171698,0.0007418672903440893,0.07673196494579315
Can I get you some coffee?,0.00112377037294209,0.000791029364336282,0.0011824296088889241,0.0021758051589131355,0.9915040135383606,0.0008158230339176953,0.0024072106461972
"(pointing at Rachel) De-caff. (to All) Okay, everybody, this is Rachel, another Lincoln High survivor. (to Rachel) This is everybody, this is Chandler, and Phoebe, and Joey, and- you remember my brother Ross?",0.004359445534646511,0.006561813876032829,0.01911887340247631,0.021777017042040825,0.9394391179084778,0.0015852792421355844,0.0071583762764930725
"Hi, sure!",0.004732263274490833,0.0006197686307132244,0.0007327676867134869,0.8971026539802551,0.08657344430685043,0.0006757354130968451,0.009563260711729527
Hi.,0.0005401138914749026,0.0008172114030458033,0.0008106121676973999,0.0030283303931355476,0.9918383955955505,0.0011374730383977294,0.0018279930809512734
"So you wanna tell us now, or are we waiting for four wet bridesmaids?",0.00835634395480156,0.001077215769328177,0.0022714126389473677,0.06431800872087479,0.8428528904914856,0.001374326180666685,0.07974983006715775
"Oh God... well, it started about a half hour before the wedding. I was in the room where we were keeping all the presents, and I was looking at this gravy boat. This really gorgeous Lamauge gravy boat. When all of a sudden- (to the waitress that brought her coffee)Sweet 'n' Lo?- I realized that I was more turned on by this gravy boat than by Barry! And then I got really freaked out, and that's when it hit me: how much Barry looks like Mr. Potato Head. Y'know, I mean, I always knew looked familiar, but... Anyway, I just had to get out of there, and I started wondering 'Why am I doing this, and who am I doing this for?'. (to Monica) So anyway I just didn't know where to go, and I know that you and I have kinda drifted apart, but you're the only person I knew who lived here in the city.",0.009196402505040169,0.0016959310742095113,0.4310274124145508,0.01427052915096283,0.018477246165275574,0.0031719915568828583,0.5221604704856873
Who wasn't invited to the wedding.,0.00930970162153244,0.007042426150292158,0.0012326488504186273,0.002197966445237398,0.2090337872505188,0.013210739009082317,0.757972776889801
"Ooh, I was kinda hoping that wouldn't be an issue... [Scene: Monica's Apartment, everyone is there and watching a Spanish Soap on TV and are trying to figure out what is going on.]",0.007947142235934734,0.12615899741649628,0.09814514219760895,0.021844372153282166,0.7148095369338989,0.004622580949217081,0.02647220343351364
"Now I'm guessing that he bought her the big pipe organ, and she's really not happy about it.",0.008006779477000237,0.0811668261885643,0.0035740062594413757,0.0030389397870749235,0.6310936808586121,0.2603001892566681,0.012819590047001839
(imitating the characters) Tuna or egg salad?  Decide!,0.08050323277711868,0.005529042333364487,0.019513461738824844,0.03064560890197754,0.8084024786949158,0.001095014507882297,0.05431121960282326
(in a deep voice) I'll have whatever Christine is having.,0.004236309323459864,0.013167716562747955,0.0017068857559934258,0.008188490755856037,0.9522928595542908,0.019927924498915672,0.0004798342124558985
"(on phone) Daddy, I just... I can't marry him! I'm sorry. I just don't love him. Well, it matters to me!",0.017112132161855698,0.002207185374572873,0.009416088461875916,0.001427201903425157,0.0021883458830416203,0.9641702175140381,0.003478793893009424
"If I let go of my hair, my head will fall off.",0.3898199200630188,0.07868606597185135,0.31345340609550476,0.004448213614523411,0.07898273319005966,0.12514370679855347,0.009466000832617283
"(re TV) Ooh, she should not be wearing those pants.",0.004539034329354763,0.7890416383743286,0.038412269204854965,0.004962030332535505,0.080539271235466,0.013364056125283241,0.06914177536964417
I say push her down the stairs.,0.0016673008212819695,0.0026169943157583475,0.0058576264418661594,0.0029619187116622925,0.9824934601783752,0.0037012866232544184,0.0007013187860138714
Push her down the stairs! Push her down the stairs! Push her down the stairs!,0.06672224402427673,0.004018087405711412,0.008358052931725979,0.8159703016281128,0.02133912965655327,0.001613969448953867,0.08197828382253647
"C'mon Daddy, listen to me! It's like, it's like, all of my life, everyone has always told me, 'You're a shoe! You're a shoe, you're a shoe, you're a shoe!'. And today I just stopped and I said, 'What if I don't wanna be a shoe? What if I wanna be a- a purse, y'know? Or a- or a hat! No, I'm not saying I want you to buy me a hat, I'm saying I am a ha- It's a metaphor, Daddy!",0.20550020039081573,0.05706228315830231,0.053073447197675705,0.5612859129905701,0.07850173860788345,0.005930535029619932,0.038645822554826736
You can see where he'd have trouble.,0.00320072821341455,0.0015055882977321744,0.010342488065361977,0.0016941761132329702,0.9736219644546509,0.008113574236631393,0.0015215009916573763
"Look Daddy, it's my life. Well maybe I'll just stay here with Monica.",0.034055568277835846,0.007276841904968023,0.012979310937225819,0.006204666569828987,0.3147231936454773,0.6242700219154358,0.0004903623485006392
"Well, I guess we've established who's staying here with Monica...",0.002430283697322011,0.0019592768512666225,0.0012120212195441127,0.0007743246387690306,0.9883671402931213,0.0031403901521116495,0.002116590039804578
"Well, maybe that's my decision. Well, maybe I don't need your money. Wait!! Wait, I said maybe!!",0.6909051537513733,0.00955041591078043,0.1985897570848465,0.011837642639875412,0.03436111658811569,0.0070559075102210045,0.04770003631711006
"Just breathe, breathe.. that's it. Just try to think of nice calm things...",0.013135440647602081,0.01583394780755043,0.2834377884864807,0.015823574736714363,0.5919950008392334,0.07826434820890427,0.001509872148744762
"(sings) Raindrops on roses and rabbits and kittens, (Rachel and Monica turn to look at her.) bluebells and sleighbells and- something with mittens... La la la la...something and noodles with string.  These are a few...",0.00267709675244987,0.005032877437770367,0.0011692977277562022,0.3690827190876007,0.6143530011177063,0.0037355038803070784,0.003949468955397606
I'm all better now.,0.007802970241755247,0.00820334441959858,0.007801379077136517,0.13818174600601196,0.7460751533508301,0.09122919291257858,0.0007061659125611186
(grins and walks to the kitchen and says to Chandler and Joey.) I helped!,0.07708779722452164,0.0016775710973888636,0.0018088668584823608,0.8578002452850342,0.015252260491251945,0.0008564885938540101,0.0455167219042778
"Okay, look, this is probably for the best, y'know? Independence. Taking control of your life.  The whole, 'hat' thing.",0.024883244186639786,0.009536290541291237,0.010473244823515415,0.05378743261098862,0.8857874274253845,0.015042501501739025,0.000489881553221494
"(comforting her) And hey, you need anything, you can always come to Joey. Me and Chandler live across the hall. And he's away a lot.",0.0013778136344626546,0.00234031374566257,0.0030772408936172724,0.014908739365637302,0.9738622903823853,0.003863733494654298,0.0005699151079170406
"Joey, stop hitting on her! It's her wedding day!",0.8276287317276001,0.003703010268509388,0.007269302383065224,0.10867880284786224,0.022572297602891922,0.006102248560637236,0.02404557168483734
"What, like there's a rule or something?",0.00717303529381752,0.0036629342939704657,0.0037685208953917027,0.0007921280921436846,0.9380170702934265,0.0012095824349671602,0.04537666589021683
"Please don't do that again, it's a horrible sound.",0.0017405572580173612,0.37897631525993347,0.3530624508857727,0.0022632298059761524,0.034647125750780106,0.22335267066955566,0.005957606714218855
"(over the intercom) It's, uh, it's Paul.",0.0005439663655124605,0.0023313628043979406,0.0018470027716830373,0.0008800372015684843,0.9882633090019226,0.001481881714425981,0.004652389325201511
"Oh God, is it 6:30?  Buzz him in!",0.02880939282476902,0.0018547582440078259,0.006567629054188728,0.10630816221237183,0.007640294265002012,0.0008524628938175738,0.847967267036438
Who's Paul?,0.0015236549079418182,0.0012395535595715046,0.0015312239993363619,0.0017439918592572212,0.8136757612228394,0.0006920597516000271,0.1795937716960907
"Paul the Wine Guy, Paul?",0.002549570519477129,0.001214310061186552,0.001965430099517107,0.001343549694865942,0.7714331746101379,0.0012841061688959599,0.22020988166332245
Maybe. Joey: Wait. Your 'not a real date' tonight is with Paul the Wine Guy?,0.007775680627673864,0.0017733401618897915,0.004195201210677624,0.0005024120910093188,0.1497744917869568,0.0033061187714338303,0.8326727747917175
He finally asked you out?,0.003592009423300624,0.000690750137437135,0.0018689068965613842,0.0027392094489187002,0.2556459903717041,0.0009080017334781587,0.7345551252365112
Yes!,0.008818603120744228,0.000680574681609869,0.0009045992628671229,0.9467854499816895,0.02187316305935383,0.0002989268396049738,0.02063867636024952
"Ooh, this is a Dear Diary moment.",0.002834637649357319,0.002291941549628973,0.002937936456874013,0.20199760794639587,0.41031455993652344,0.002954632043838501,0.3766687512397766
"Rach, wait, I can cancel...",0.003250563982874155,0.00027601452893577516,0.014092550612986088,0.004299046937376261,0.9476262927055359,0.0016755551332607865,0.028779996559023857
"Please, no, go, that'd be fine!",0.22371676564216614,0.057390134781599045,0.6518601775169373,0.003766651963815093,0.031097736209630966,0.023217124864459038,0.008951382711529732
"(to Ross) Are, are you okay? I mean, do you want me to stay?",0.006627309136092663,0.0039033186621963978,0.27507680654525757,0.0014209718210622668,0.6325451135635376,0.04100095108151436,0.03942548483610153
(choked voice) That'd be good...,0.000918274512514472,0.0015819945838302374,0.0027218367904424667,0.057632092386484146,0.933506429195404,0.0014675328275188804,0.002171913394704461
(horrified) Really?,0.00184592732694,0.001983881229534745,0.22892941534519196,0.0013911371352151036,0.008692856878042221,0.0014488663291558623,0.7557079195976257
"(normal voice) No, go on! It's Paul the Wine Guy!",0.17677424848079681,0.020993243902921677,0.005670510698109865,0.49746498465538025,0.15730571746826172,0.0011599722784012556,0.140631303191185
"What does that mean?   Does he sell it, drink it, or just complain a lot? (Chandler doesn't know.)",0.022084830328822136,0.014361958019435406,0.015576556324958801,0.0010516165057197213,0.6652718186378479,0.003794379997998476,0.27785882353782654
"Hi, come in! Paul, this is.. (They are all lined up next to the door.)... everybody, everybody, this is Paul.",0.00530439056456089,0.0031531392596662045,0.006445013917982578,0.41553395986557007,0.5414732098579407,0.0007177976658567786,0.027372466400265694
Hey! Paul! Hi! The Wine Guy! Hey!,0.002188743557780981,0.0003395133535377681,0.0003849110216833651,0.953918993473053,0.02196820080280304,0.0003620185889303684,0.020837580785155296
"I'm sorry, I didn't catch your name. Paul, was it?",0.0018245630199089646,0.003618757240474224,0.011083330027759075,0.0010577045613899827,0.4732520878314972,0.02293110080063343,0.4862323999404907
"Okay, umm-umm, I'll just--I'll be right back, I just gotta go ah, go ah...",0.0033982570748776197,0.0037529515102505684,0.5707505941390991,0.0071885306388139725,0.3697603642940521,0.04385477676987648,0.0012945231283083558
A wandering?,0.0013683454599231482,0.0017195034306496382,0.004482923541218042,0.0010684934677556157,0.6333746314048767,0.0014036083593964577,0.35658249258995056
"Change!  Okay, sit down. (Shows Paul in) Two seconds.",0.007352934218943119,0.008050051517784595,0.010024246759712696,0.004783769138157368,0.965714693069458,0.0009234421304427087,0.0031509154941886663
"Ooh, I just pulled out four eyelashes. That can't be good.",0.04039153456687927,0.15471479296684265,0.07791181653738022,0.02630932256579399,0.09752975404262543,0.272909939289093,0.33023279905319214
"Hey, Paul!",0.015533353202044964,0.000973111076746136,0.0010430986294522882,0.7655700445175171,0.1455509513616562,0.0006281413370743394,0.07070134580135345
Yeah?,0.0022631846368312836,0.0007149405428208411,0.001541015924885869,0.0020541236735880375,0.8017193675041199,0.000748015008866787,0.19095925986766815
"Here's a little tip, she really likes it when you rub her neck in the same spot over and over and over again until it starts to get a little red.",0.00739247864112258,0.12554515898227692,0.002219033893197775,0.19249990582466125,0.6578676104545593,0.003708634292706847,0.010767169296741486
"(yelling from the bedroom) Shut up, Joey!",0.9276976585388184,0.03423551842570305,0.007590372581034899,0.003295015776529908,0.01745578832924366,0.0022742338478565216,0.007451324723660946
"So Rachel, what're you, uh... what're you up to tonight?",0.0018052136292681098,0.0015671520959585905,0.0029400333296507597,0.0025487570092082024,0.8304640650749207,0.0007452403078787029,0.15992949903011322
"Well, I was kinda supposed to be headed for Aruba on my honeymoon, so nothing!",0.069742850959301,0.0032084339763969183,0.01378296036273241,0.03804975748062134,0.8178074359893799,0.030897360295057297,0.026511207222938538
"Right, you're not even getting your honeymoon, God.. No, no, although, Aruba, this time of year... talk about your- (thinks) -big lizards... Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help me put together my new furniture.",0.08841311931610107,0.19882506132125854,0.02291463315486908,0.022182242944836617,0.13202019035816193,0.4817095100879669,0.05393524840474129
"(deadpan) Yes, and we're very excited about it.",0.0009649606654420495,0.0005915174260735512,0.0007801736937835813,0.9087181687355042,0.0869535356760025,0.0008835940971039236,0.0011080935364589095
"Well actually thanks, but I think I'm just gonna hang out here tonight.  It's been kinda a long day.",0.001709510455839336,0.00263210735283792,0.006744163576513529,0.020625824108719826,0.2153160274028778,0.752212643623352,0.0007596599170938134
"Okay, sure.",0.0027459508273750544,0.004156316630542278,0.001850470551289618,0.00134696951135993,0.9833100438117981,0.005858542863279581,0.0007317321142181754
"Hey Pheebs, you wanna help?",0.001353926258161664,0.0005351608851924539,0.002691068919375539,0.0011294399155303836,0.9868612885475159,0.0017138972179964185,0.005715257488191128
"Oh, I wish I could, but I don't want to.",0.002454541390761733,0.00457348907366395,0.042029038071632385,0.0023440024815499783,0.08777493983507156,0.8568606376647949,0.003963322378695011
"(singing) Love is sweet as summer showers, love is a wondrous work of art, but your love oh your love, your love...is like a giant pigeon...crapping on my heart.  La-la-la-la-la- (some guy gives her some change and to that guy) Thank you. (sings) La-la-la-la...ohhh!",0.0013771564699709415,0.0006368663161993027,0.0015465929172933102,0.9675494432449341,0.01762559451162815,0.009339744225144386,0.001924665062688291
"(squatting and reading the instructions) I'm supposed to attach a brackety thing to the side things, using a bunch of these little worm guys. I have no brackety thing, I see no whim guys whatsoever and- I cannot feel my legs.",0.008523202501237392,0.5899932384490967,0.03552759066224098,0.069508396089077,0.2641662359237671,0.02263636514544487,0.00964501965790987
I'm thinking we've got a bookcase here.,0.002983684651553631,0.0006328169838525355,0.0025970162823796272,0.5556439757347107,0.36799705028533936,0.0009380900883115828,0.06920738518238068
It's a beautiful thing.,0.00028439590823836625,0.0003458171267993748,0.0006292047910392284,0.9727779030799866,0.02209864743053913,0.0023108129389584064,0.0015533199766650796
(picking up a leftover part) What's this?,0.002239768858999014,0.001392502337694168,0.002933738986030221,0.0021002660505473614,0.24741704761981964,0.0004302314773667604,0.7434865236282349
I would have to say that is an 'L'-shaped bracket.,0.0009585441439412534,0.002469412749633193,0.0006094794371165335,0.0018023971933871508,0.9876299500465393,0.0013828068040311337,0.005147321615368128
Which goes where?,0.0037146538961678743,0.0015781535767018795,0.001092758378945291,0.0007164010894484818,0.9691432118415833,0.0008149371715262532,0.022939888760447502
I have no idea.,0.0036585477646440268,0.004878305830061436,0.014760044403374195,0.005391111597418785,0.9043385982513428,0.005010423716157675,0.06196298822760582
Done with the bookcase!,0.015213042497634888,0.0014974083751440048,0.00099699548445642,0.7488049268722534,0.173546701669693,0.0007551029557362199,0.05918572098016739
All finished!,0.04287385568022728,0.0017446351703256369,0.0009118705638684332,0.8569908738136292,0.054630376398563385,0.0005709282122552395,0.042277559638023376
"(clutching a beer can and sniffing) This was Carol's favorite beer. She always drank it out of the can, I should have known.",0.0028932548593729734,0.03185892105102539,0.001511943293735385,0.355011910200119,0.5993239879608154,0.0014993669465184212,0.007900585420429707
"Hey-hey-hey-hey, if you're gonna start with that stuff we're outta here.",0.03764772787690163,0.02004578709602356,0.11357438564300537,0.06342793256044388,0.7563719153404236,0.006100204773247242,0.0028320078272372484
"Yes, please don't spoil all this fun.",0.160750150680542,0.2609517276287079,0.25197136402130127,0.002007107948884368,0.052364643663167953,0.269294798374176,0.0026601734571158886
"Ross, let me ask you a question. She got the furniture, the stereo, the good TV- what did you get?",0.0026209531351923943,0.0007744671311229467,0.001784278778359294,0.014629166573286057,0.85621577501297,0.001011464511975646,0.12296383827924728
You guys.,0.007711312267929316,0.016170209273695946,0.0005074692890048027,0.04198656976222992,0.9249516129493713,0.0011368165723979473,0.007535995449870825
"Oh, God.",0.002109570661559701,0.017953837290406227,0.2026079297065735,0.004804099444299936,0.0039137015119194984,0.019367393106222153,0.7492434978485107
You got screwed.,0.8499577641487122,0.11153390258550644,0.001386722782626748,0.00256651034578681,0.017508739605545998,0.01019360963255167,0.006852821912616491
Oh my God!,0.004169299732893705,0.006741603836417198,0.009876372292637825,0.0012490549124777317,0.0007247443427331746,0.000787632423453033,0.9764512777328491
Oh my God!,0.004169299732893705,0.006741603836417198,0.009876372292637825,0.0012490549124777317,0.0007247443427331746,0.000787632423453033,0.9764512777328491
"I know, I know, I'm such an idiot. I guess I should have caught on when she started going to the dentist four and five times a week. I mean, how clean can teeth get?",0.04461382329463959,0.8755755424499512,0.002585245529189706,0.0048504299484193325,0.025331545621156693,0.0437009371817112,0.003342557232826948
"My brother's going through that right now, he's such a mess. How did you get through it?",0.013748100027441978,0.13624979555606842,0.05728672072291374,0.007788959424942732,0.06806161254644394,0.6972982287406921,0.019566593691706657
"Well, you might try accidentally breaking something valuable of hers, say her-",0.02417534776031971,0.017771374434232712,0.008250097744166851,0.0041619278490543365,0.937848687171936,0.005327702034264803,0.0024648569524288177
-leg?,0.0016723626758903265,0.0009172306745313108,0.001785424305126071,0.0005730355042032897,0.9495031833648682,0.001617850735783577,0.043930888175964355
"(laughing) That's one way! Me, I- I went for the watch.",0.010806119069457054,0.003428785363212228,0.00392179423943162,0.5612008571624756,0.40098291635513306,0.0015695098554715514,0.01809007301926613
"You actually broke her watch?  Wow!  The worst thing I ever did was, I-I shredded by boyfriend's favorite bath towel.",0.02525976113975048,0.14014382660388947,0.010747336782515049,0.011007162742316723,0.0037611403968185186,0.028806893154978752,0.7802739143371582
"Ooh, steer clear of you.",0.005961731541901827,0.02283981628715992,0.13806460797786713,0.002808327553793788,0.8052272796630859,0.012916426174342632,0.012181838974356651
"That's right. [Scene: Monica's Apartment, Rachel is talking on the phone and pacing.]",0.0023821357171982527,0.05192316696047783,0.005832357332110405,0.012190126813948154,0.9227114915847778,0.0010551054729148746,0.0039056239183992147
"Barry, I'm sorry... I am so sorry... I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju- (She stops talking and dials the phone.) Hi, machine cut me off again... anyway...look, look, I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel, but it isn't me, it's not me.  And not that I have any idea who me is right now, but you just have to give me a chance too... (The maching cuts her off again and she redials.)",0.0044318330474197865,0.005098666995763779,0.016063302755355835,0.0019059940241277218,0.0385718010365963,0.9282569289207458,0.005671520717442036
I'm divorced!  I'm only 26 and I'm divorced!,0.049734991043806076,0.0005501883570104837,0.0025909023825079203,0.7245175242424011,0.042186327278614044,0.009764083661139011,0.17065590620040894
Shut up!,0.9870747327804565,0.001639729831367731,0.0031471659895032644,0.0011748208198696375,0.0016587167046964169,0.0002812184684444219,0.005023673642426729
You must stop! (Chandler hits what he is working on with a hammer and it collapses.),0.9420737624168396,0.027557970955967903,0.012914670631289482,0.0006714092451147735,0.008252444677054882,0.001403838861733675,0.0071260672993958
That only took me an hour.,0.004054809454828501,0.002163674682378769,0.0015078155556693673,0.0066291713155806065,0.7932029366493225,0.004994263406842947,0.18744733929634094
"Look, Ross, you gotta understand, between us we haven't had a relationship that has lasted longer than a Mento.   You, however have had the love of a woman for four years.   Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don't do it!  I don't think that was my point!",0.8196253180503845,0.035765741020441055,0.007929510436952114,0.003407899057492614,0.015576180070638657,0.09899640083312988,0.01869894377887249
"You know what the scariest part is? What if there's only one woman for everybody, y'know? I mean what if you get one woman- and that's it? Unfortunately in my case, there was only one woman- for her...",0.014007673598825932,0.013682729564607143,0.8526604175567627,0.0012267932761460543,0.04106208682060242,0.01490658987313509,0.062453802675008774
"What are you talking about? 'One woman'? That's like saying there's only one flavor of ice cream for you. Lemme tell you something, Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing! Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is the best thing that ever happened to you! You got married, you were, like, what, eight? Welcome back to the world! Grab a spoon!",0.040803853422403336,0.005968279205262661,0.002549120457842946,0.40433627367019653,0.011062013916671276,0.0022675851359963417,0.533012866973877
I honestly don't know if I'm hungry or horny.,0.002678501885384321,0.030000949278473854,0.006526957731693983,0.0025045950897037983,0.9225801229476929,0.023418689146637917,0.012290198355913162
"Stay out of my freezer! [Scene: A Restaurant, Monica and Paul are still eating.]",0.009384131990373135,0.6611219048500061,0.019783183932304382,0.019581688567996025,0.2739686071872711,0.0014019159134477377,0.01475866511464119
"Ever since she walked out on me, I, uh...",0.00761698093265295,0.020468149334192276,0.6610381007194519,0.007009861525148153,0.19385424256324768,0.10787023603916168,0.0021423576399683952
